Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R08363,MBA (Tech Mgmt),Operations Management,7.81,"SQL, Microservices, REST APIs, Java",Backend Developer,97
R08364,Electrical,Embedded Systems,9.57,"Roadmap Planning, Stakeholder Management, Scrum",Product Manager,83
R08365,Civil,Structural Engineering,9.11,"React, MongoDB, Node.js, Express.js",Full Stack Developer,73
R08366,MBA (Tech Mgmt),Operations Management,7.06,"Excel, SQL, Data Visualization, Power BI",Data Analyst,96
R08367,Mechanical,Product Design,7.28,"Automation Testing, Selenium, JUnit, Manual Testing",QA Engineer,93
R08368,Computer Science,Cloud Computing,9.25,"Selenium, Manual Testing, Automation Testing",QA Engineer,100
R08369,MBA (Tech Mgmt),Product Management,7.32,"Text Mining, Transformers, Hugging Face, Python, NLP",NLP Engineer,66
R08370,Electrical,Power Systems,9.75,"Google Analytics, Content Marketing, SEO, AdWords",Digital Marketing Exec,65
R08371,Electrical,Embedded Systems,9.46,"AWS, Cloud Security, Kubernetes, GCP",Cloud Engineer,86
R08372,Civil,Construction Management,8.27,"Roadmap Planning, Stakeholder Management, Agile",Product Manager,89
R08373,Computer Science,Software Engineering,8.74,"GCP, AWS, Kubernetes, Azure",Cloud Engineer,82
R08374,Electrical,Control Systems,7.91,"AdWords, Google Analytics, SEO, Content Marketing",Digital Marketing Exec,88
R08375,Data Science,Business Analytics,8.35,"Selenium, Automation Testing, Manual Testing",QA Engineer,82
R08376,Information Technology,Web Development,9.38,"AWS, Cloud Security, GCP, Azure",Cloud Engineer,86
R08377,MBA (Tech Mgmt),Product Management,7.3,"React, MongoDB, Express.js, Docker",Full Stack Developer,66
R08378,Electronics,IoT & Cloud Systems,7.75,"Tableau, Power BI, Excel",Data Analyst,95
R08379,Computer Science,Artificial Intelligence,7.81,"Wireframing, User Research, Figma, Prototyping",UI/UX Designer,70
R08380,MBA (Tech Mgmt),Operations Management,8.55,"TensorFlow, Statistics, Machine Learning, SQL",Data Scientist,79
R08381,Computer Science,Artificial Intelligence,9.2,"React, HTML, Redux",Frontend Developer,82
R08382,Electrical,Control Systems,8.88,"SEO, Google Analytics, Content Marketing",Digital Marketing Exec,98
R08383,Electrical,Control Systems,9.7,"JavaScript, HTML, Redux, CSS, React",Frontend Developer,89
R08384,Artificial Intelligence,Computer Vision,7.93,"Transformers, Text Mining, NLP",NLP Engineer,82
R08385,Electrical,Control Systems,9.69,"Spring Boot, SQL, REST APIs, Microservices",Backend Developer,96
R08386,Computer Science,Web Development,9.08,"React, Node.js, Docker, MongoDB",Full Stack Developer,89
R08387,MBA (Tech Mgmt),Digital Business,8.63,"CI/CD, Kubernetes, Terraform",DevOps Engineer,90
R08388,Mechanical,Product Design,9.52,"CSS, React, HTML, JavaScript, Redux",Frontend Developer,88
R08389,Electrical,Embedded Systems,7.63,"SQL, TensorFlow, Machine Learning",Data Scientist,73
R08390,Electronics,Embedded Systems,8.66,"Hugging Face, Transformers, Python, Text Mining, NLP",NLP Engineer,99
R08391,Artificial Intelligence,Natural Language Processing,8.26,"Ethical Hacking, Network Security, SIEM, Firewalls",Cybersecurity Analyst,93
R08392,Civil,Construction Management,7.03,"Statistics, Python, TensorFlow, Machine Learning",Data Scientist,82
R08393,Data Science,Data Engineering,8.56,"Azure, GCP, AWS",Cloud Engineer,99
R08394,Data Science,Big Data,7.34,"ARM, RTOS, C++",Embedded Engineer,93
R08395,Information Technology,Human-Computer Interaction,8.09,"HTML, JavaScript, CSS, Redux",Frontend Developer,86
R08396,Data Science,Big Data,7.61,"SQL, REST APIs, Spring Boot",Backend Developer,77
R08397,Data Science,Data Engineering,7.81,"C++, ARM, RTOS, Embedded Systems, IoT",Embedded Engineer,81
R08398,Artificial Intelligence,Computer Vision,8.85,"Figma, Prototyping, UI/UX Design",UI/UX Designer,68
R08399,Data Science,Data Engineering,7.73,"Node.js, MongoDB, Docker, React, Express.js",Full Stack Developer,76
R08400,Electronics,IoT & Cloud Systems,9.4,"CI/CD, Docker, Kubernetes",DevOps Engineer,94
R08401,Electrical,Control Systems,7.54,"Spring Boot, Java, SQL, Microservices",Backend Developer,96
R08402,Artificial Intelligence,Computer Vision,9.18,"Embedded Systems, ARM, RTOS, C++, IoT",Embedded Engineer,93
R08403,MBA (Tech Mgmt),Operations Management,9.07,"Machine Learning, TensorFlow, Statistics, Python, SQL",Data Scientist,73
R08404,Information Technology,Human-Computer Interaction,9.23,"AWS, Kubernetes, Terraform, CI/CD, Docker",DevOps Engineer,97
R08405,Mechanical,Automation,8.07,"Agile, Scrum, Roadmap Planning, Stakeholder Management",Product Manager,85
R08406,Computer Science,Cybersecurity,7.42,"Prototyping, Figma, UI/UX Design, User Research",UI/UX Designer,86
R08407,Electrical,Embedded Systems,7.16,"AdWords, Google Analytics, SEO, Content Marketing",Digital Marketing Exec,92
R08408,Information Technology,Web Development,7.14,"Kubernetes, GCP, Cloud Security, Azure, AWS",Cloud Engineer,67
R08409,Civil,Construction Management,8.3,"SIEM, Network Security, Ethical Hacking, Penetration Testing, Firewalls",Cybersecurity Analyst,79
R08410,Information Technology,Web Development,7.87,"Power BI, Data Visualization, Tableau, SQL",Data Analyst,82
R08411,Computer Science,Machine Learning,7.65,"Docker, Terraform, CI/CD",DevOps Engineer,88
R08412,Computer Science,Cybersecurity,8.31,"AWS, Docker, CI/CD, Terraform",DevOps Engineer,83
R08413,Information Technology,Software Engineering,8.63,"SQL, Spring Boot, Java",Backend Developer,88
R08414,Civil,Structural Engineering,8.22,"Wireframing, User Research, UI/UX Design, Prototyping, Figma",UI/UX Designer,84
R08415,Mechanical,Automation,9.31,"MongoDB, Docker, Express.js",Full Stack Developer,81
R08416,Information Technology,Human-Computer Interaction,7.99,"Kubernetes, Cloud Security, Azure",Cloud Engineer,73
R08417,MBA (Tech Mgmt),Digital Business,8.62,"Tableau, Excel, Data Visualization",Data Analyst,77
R08418,Civil,Structural Engineering,8.91,"Express.js, MongoDB, React",Full Stack Developer,70
R08419,Artificial Intelligence,Natural Language Processing,9.79,"REST APIs, Java, SQL, Spring Boot, Microservices",Backend Developer,72
R08420,Information Technology,Human-Computer Interaction,9.13,"AWS, Azure, Cloud Security, GCP",Cloud Engineer,91
R08421,Computer Science,Web Development,7.45,"Figma, UI/UX Design, User Research, Wireframing, Prototyping",UI/UX Designer,89
R08422,Electrical,Power Systems,9.31,"Automation Testing, JUnit, Manual Testing, Selenium",QA Engineer,92
R08423,Civil,Structural Engineering,9.27,"C++, ARM, IoT",Embedded Engineer,77
R08424,Data Science,Big Data,7.61,"Docker, Express.js, Node.js, React, MongoDB",Full Stack Developer,98
R08425,Electronics,Embedded Systems,7.61,"Scrum, Roadmap Planning, Agile",Product Manager,96
R08426,Mechanical,Robotics,8.8,"Firewalls, Network Security, Ethical Hacking",Cybersecurity Analyst,85
R08427,Artificial Intelligence,Computer Vision,9.25,"Docker, Terraform, CI/CD, Kubernetes, AWS",DevOps Engineer,75
R08428,Electrical,Power Systems,7.54,"React, JavaScript, HTML",Frontend Developer,94
R08429,Data Science,Business Analytics,7.38,"JUnit, Manual Testing, Selenium",QA Engineer,98
R08430,Computer Science,Cybersecurity,9.56,"Cloud Security, Azure, Kubernetes, GCP, AWS",Cloud Engineer,86
R08431,Artificial Intelligence,Deep Learning,9.59,"C++, Embedded Systems, RTOS, ARM",Embedded Engineer,92
R08432,Information Technology,Software Engineering,7.81,"React, HTML, JavaScript",Frontend Developer,80
R08433,Data Science,Data Engineering,9.75,"Wireframing, UI/UX Design, Prototyping",UI/UX Designer,80
R08434,Electronics,VLSI Design,8.75,"SQL, Tableau, Data Visualization, Power BI",Data Analyst,92
R08435,MBA (Tech Mgmt),Digital Business,9.5,"Figma, Prototyping, UI/UX Design",UI/UX Designer,96
R08436,Information Technology,Human-Computer Interaction,7.95,"Wireframing, UI/UX Design, User Research, Figma, Prototyping",UI/UX Designer,73
R08437,Computer Science,Web Development,8.39,"Automation Testing, JUnit, Selenium, Manual Testing",QA Engineer,89
R08438,Mechanical,Robotics,7.77,"Excel, Power BI, SQL, Tableau",Data Analyst,79
R08439,Mechanical,Automation,7.06,"Excel, Data Visualization, SQL, Power BI",Data Analyst,93
R08440,Electrical,Power Systems,7.93,"C++, Embedded Systems, IoT, RTOS",Embedded Engineer,87
R08441,Data Science,Data Engineering,7.29,"AdWords, SEO, Google Analytics",Digital Marketing Exec,100
R08442,Information Technology,Web Development,7.58,"Excel, Tableau, Data Visualization, Power BI, SQL",Data Analyst,69
R08443,Electrical,Power Systems,8.45,"Firewalls, SIEM, Ethical Hacking",Cybersecurity Analyst,97
R08444,Electrical,Power Systems,7.91,"HTML, Redux, CSS, JavaScript",Frontend Developer,93
R08445,Electrical,Embedded Systems,7.52,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,71
R08446,Information Technology,Human-Computer Interaction,7.61,"Network Security, Firewalls, Penetration Testing, SIEM",Cybersecurity Analyst,75
R08447,Data Science,Data Engineering,8.03,"Azure, Kubernetes, AWS, GCP, Cloud Security",Cloud Engineer,84
R08448,Information Technology,Data Analytics,7.22,"Redux, JavaScript, React, HTML",Frontend Developer,84
R08449,Electronics,Embedded Systems,7.24,"C++, Embedded Systems, RTOS, ARM, IoT",Embedded Engineer,92
R08450,Civil,Construction Management,7.66,"Tableau, Data Visualization, Excel, Power BI",Data Analyst,87
R08451,Electronics,VLSI Design,8.24,"IoT, Embedded Systems, RTOS",Embedded Engineer,84
R08452,Mechanical,Automation,9.61,"SQL, Data Visualization, Power BI, Tableau",Data Analyst,67
R08453,Mechanical,Automation,7.06,"Transformers, Python, NLP, Hugging Face, Text Mining",NLP Engineer,97
R08454,Mechanical,Product Design,7.65,"CI/CD, Kubernetes, Docker",DevOps Engineer,86
R08455,Information Technology,Human-Computer Interaction,7.27,"UI/UX Design, Wireframing, Prototyping, User Research, Figma",UI/UX Designer,97
R08456,Computer Science,Artificial Intelligence,9.0,"Text Mining, Python, Transformers, Hugging Face",NLP Engineer,88
R08457,Data Science,Big Data,7.91,"Redux, React, HTML",Frontend Developer,80
R08458,Electronics,IoT & Cloud Systems,7.27,"Automation Testing, Selenium, JUnit, Manual Testing",QA Engineer,86
R08459,Data Science,Big Data,7.51,"Azure, GCP, Kubernetes",Cloud Engineer,86
R08460,Information Technology,Human-Computer Interaction,7.28,"Selenium, Automation Testing, Manual Testing, JUnit",QA Engineer,95
R08461,Computer Science,Software Engineering,7.64,"IoT, Embedded Systems, RTOS, C++, ARM",Embedded Engineer,66
R08462,Data Science,Data Engineering,8.08,"React, Node.js, Docker, Express.js, MongoDB",Full Stack Developer,78
R08463,Data Science,Business Analytics,7.42,"Agile, Stakeholder Management, Scrum",Product Manager,96
R08464,MBA (Tech Mgmt),Product Management,7.1,"User Research, Prototyping, Figma, Wireframing",UI/UX Designer,68
R08465,Artificial Intelligence,Computer Vision,9.2,"Java, Microservices, Spring Boot",Backend Developer,100
R08466,Computer Science,Software Engineering,8.08,"Automation Testing, Manual Testing, Selenium, JUnit",QA Engineer,80
R08467,Artificial Intelligence,Computer Vision,7.62,"ARM, IoT, Embedded Systems, RTOS",Embedded Engineer,68
R08468,Computer Science,Software Engineering,8.3,"AWS, CI/CD, Docker, Terraform",DevOps Engineer,91
R08469,Civil,Structural Engineering,7.13,"Scrum, Roadmap Planning, Agile",Product Manager,93
R08470,Computer Science,Machine Learning,9.71,"React, Redux, JavaScript, CSS, HTML",Frontend Developer,65
R08471,Electrical,Control Systems,8.06,"IoT, RTOS, C++, ARM",Embedded Engineer,88
R08472,Data Science,Big Data,7.59,"User Research, Figma, Prototyping, UI/UX Design, Wireframing",UI/UX Designer,85
R08473,Civil,Structural Engineering,9.18,"SEO, Google Analytics, AdWords, Content Marketing",Digital Marketing Exec,78
R08474,Data Science,Big Data,9.1,"Content Marketing, AdWords, Google Analytics, SEO",Digital Marketing Exec,70
R08475,Data Science,Data Engineering,8.09,"Roadmap Planning, Stakeholder Management, Scrum, Agile",Product Manager,97
R08476,Data Science,Business Analytics,7.42,"Terraform, AWS, CI/CD, Kubernetes",DevOps Engineer,65
R08477,Data Science,Business Analytics,9.36,"HTML, JavaScript, Redux",Frontend Developer,96
R08478,Mechanical,Product Design,8.1,"AWS, Kubernetes, Docker",DevOps Engineer,83
R08479,Artificial Intelligence,Computer Vision,7.59,"Java, Spring Boot, SQL",Backend Developer,90
R08480,Electrical,Embedded Systems,8.51,"Excel, Power BI, Data Visualization, SQL, Tableau",Data Analyst,68
R08481,Data Science,Business Analytics,7.77,"Data Visualization, Power BI, Excel",Data Analyst,68
R08482,Computer Science,Cloud Computing,7.16,"Network Security, Penetration Testing, SIEM, Ethical Hacking",Cybersecurity Analyst,93
R08483,Electrical,Embedded Systems,8.35,"TensorFlow, Statistics, SQL",Data Scientist,71
R08484,MBA (Tech Mgmt),Digital Business,7.32,"NLP, Transformers, Python, Hugging Face, Text Mining",NLP Engineer,82
R08485,Information Technology,Human-Computer Interaction,9.29,"Java, Microservices, Spring Boot, SQL, REST APIs",Backend Developer,75
R08486,Artificial Intelligence,Deep Learning,9.56,"Scrum, Roadmap Planning, Stakeholder Management",Product Manager,93
R08487,Civil,Construction Management,7.82,"ARM, IoT, Embedded Systems",Embedded Engineer,98
R08488,Artificial Intelligence,Deep Learning,7.38,"Figma, UI/UX Design, User Research, Wireframing",UI/UX Designer,82
R08489,Mechanical,Automation,9.03,"Azure, Kubernetes, Cloud Security, GCP",Cloud Engineer,94
R08490,Mechanical,Robotics,8.37,"Google Analytics, Content Marketing, AdWords, SEO",Digital Marketing Exec,72
R08491,Electronics,Embedded Systems,9.17,"TensorFlow, Python, SQL, Statistics, Machine Learning",Data Scientist,97
R08492,MBA (Tech Mgmt),Product Management,9.41,"React, Docker, MongoDB, Express.js",Full Stack Developer,96
R08493,Electronics,IoT & Cloud Systems,8.81,"AdWords, Content Marketing, Google Analytics",Digital Marketing Exec,95
R08494,Electrical,Power Systems,7.78,"Microservices, SQL, REST APIs",Backend Developer,78
R08495,Civil,Construction Management,8.95,"AdWords, Content Marketing, Google Analytics",Digital Marketing Exec,89
R08496,Information Technology,Software Engineering,7.99,"SQL, TensorFlow, Statistics",Data Scientist,90
R08497,Artificial Intelligence,Natural Language Processing,8.9,"C++, RTOS, Embedded Systems",Embedded Engineer,81
R08498,Civil,Structural Engineering,7.52,"Wireframing, User Research, UI/UX Design, Prototyping, Figma",UI/UX Designer,75
R08499,Mechanical,Automation,7.88,"Firewalls, SIEM, Network Security, Ethical Hacking",Cybersecurity Analyst,89
R08500,MBA (Tech Mgmt),Product Management,9.39,"Figma, User Research, Wireframing, UI/UX Design, Prototyping",UI/UX Designer,83
R08501,Artificial Intelligence,Computer Vision,9.51,"Figma, Wireframing, User Research, UI/UX Design",UI/UX Designer,76
R08502,Information Technology,Data Analytics,7.75,"Redux, JavaScript, HTML, React",Frontend Developer,75
R08503,Mechanical,Automation,8.93,"Spring Boot, Microservices, REST APIs",Backend Developer,78
R08504,Electronics,IoT & Cloud Systems,7.65,"MongoDB, Express.js, React, Docker, Node.js",Full Stack Developer,84
R08505,MBA (Tech Mgmt),Product Management,9.39,"Transformers, Hugging Face, Text Mining",NLP Engineer,92
R08506,Electrical,Control Systems,7.52,"Redux, CSS, JavaScript, HTML",Frontend Developer,75
R08507,Computer Science,Cybersecurity,8.82,"Python, Machine Learning, Statistics, TensorFlow, SQL",Data Scientist,71
R08508,Artificial Intelligence,Computer Vision,8.13,"Content Marketing, AdWords, Google Analytics, SEO",Digital Marketing Exec,88
R08509,Computer Science,Machine Learning,8.82,"Java, Spring Boot, REST APIs, SQL",Backend Developer,77
R08510,Data Science,Business Analytics,7.86,"SEO, AdWords, Content Marketing, Google Analytics",Digital Marketing Exec,96
R08511,Mechanical,Product Design,7.54,"CSS, Redux, HTML, JavaScript, React",Frontend Developer,90
R08512,Mechanical,Automation,7.7,"Tableau, Power BI, SQL, Data Visualization",Data Analyst,91
R08513,Civil,Construction Management,7.58,"Firewalls, SIEM, Penetration Testing, Ethical Hacking, Network Security",Cybersecurity Analyst,96
R08514,Information Technology,Software Engineering,8.02,"SIEM, Penetration Testing, Network Security",Cybersecurity Analyst,73
R08515,MBA (Tech Mgmt),Product Management,7.16,"React, Docker, Node.js, Express.js, MongoDB",Full Stack Developer,78
R08516,Electrical,Control Systems,7.25,"React, JavaScript, Redux, HTML",Frontend Developer,99
R08517,Electrical,Embedded Systems,8.92,"Machine Learning, Python, SQL, Statistics",Data Scientist,97
R08518,Electronics,Embedded Systems,7.62,"Ethical Hacking, Firewalls, Network Security, Penetration Testing",Cybersecurity Analyst,70
R08519,Information Technology,Data Analytics,8.45,"JUnit, Selenium, Manual Testing, Automation Testing",QA Engineer,65
R08520,Computer Science,Web Development,8.62,"Power BI, Tableau, Data Visualization, Excel",Data Analyst,66
R08521,Artificial Intelligence,Natural Language Processing,7.16,"Transformers, Hugging Face, Text Mining",NLP Engineer,86
R08522,Electronics,VLSI Design,7.41,"Cloud Security, GCP, AWS, Azure, Kubernetes",Cloud Engineer,91
R08523,MBA (Tech Mgmt),Operations Management,8.7,"REST APIs, Java, Microservices, Spring Boot, SQL",Backend Developer,80
R08524,Artificial Intelligence,Computer Vision,7.2,"SEO, Google Analytics, AdWords",Digital Marketing Exec,85
R08525,Artificial Intelligence,Deep Learning,8.76,"Stakeholder Management, Roadmap Planning, Scrum",Product Manager,78
R08526,Computer Science,Machine Learning,8.65,"React, Express.js, MongoDB, Docker, Node.js",Full Stack Developer,98
R08527,Mechanical,Product Design,9.64,"Selenium, Automation Testing, JUnit",QA Engineer,91
R08528,Data Science,Business Analytics,9.51,"Statistics, TensorFlow, Machine Learning",Data Scientist,82
R08529,MBA (Tech Mgmt),Product Management,9.62,"CSS, HTML, Redux, JavaScript",Frontend Developer,83
R08530,Electronics,Embedded Systems,7.49,"Machine Learning, Python, TensorFlow, Statistics",Data Scientist,74
R08531,Electronics,VLSI Design,9.3,"NLP, Text Mining, Transformers, Hugging Face, Python",NLP Engineer,73
R08532,Civil,Construction Management,7.09,"Scrum, Roadmap Planning, Agile",Product Manager,80
R08533,Electrical,Control Systems,8.64,"AdWords, Google Analytics, Content Marketing",Digital Marketing Exec,76
R08534,Electronics,IoT & Cloud Systems,8.26,"React, Docker, Express.js, MongoDB",Full Stack Developer,78
R08535,Mechanical,Robotics,9.54,"Kubernetes, Azure, Cloud Security, AWS, GCP",Cloud Engineer,98
R08536,Electronics,VLSI Design,8.95,"Selenium, Automation Testing, JUnit, Manual Testing",QA Engineer,86
R08537,Computer Science,Software Engineering,7.38,"React, Docker, Node.js, Express.js, MongoDB",Full Stack Developer,65
R08538,Data Science,Business Analytics,8.51,"User Research, Prototyping, UI/UX Design",UI/UX Designer,88
R08539,Artificial Intelligence,Natural Language Processing,7.64,"Spring Boot, Microservices, REST APIs, SQL",Backend Developer,97
R08540,Electronics,IoT & Cloud Systems,8.01,"CSS, Redux, JavaScript, React, HTML",Frontend Developer,95
R08541,Artificial Intelligence,Deep Learning,8.03,"Microservices, Spring Boot, Java, SQL, REST APIs",Backend Developer,85
R08542,Civil,Structural Engineering,9.35,"Docker, CI/CD, Kubernetes",DevOps Engineer,91
R08543,Information Technology,Human-Computer Interaction,7.85,"Hugging Face, NLP, Python",NLP Engineer,100
R08544,Information Technology,Human-Computer Interaction,8.84,"Kubernetes, AWS, CI/CD",DevOps Engineer,68
R08545,Artificial Intelligence,Natural Language Processing,9.69,"Figma, UI/UX Design, User Research, Wireframing",UI/UX Designer,66
R08546,Electrical,Power Systems,9.17,"Excel, Data Visualization, Tableau",Data Analyst,77
R08547,Electronics,VLSI Design,7.72,"Spring Boot, Java, Microservices, SQL, REST APIs",Backend Developer,81
R08548,Mechanical,Product Design,8.97,"CI/CD, Terraform, Docker",DevOps Engineer,68
R08549,Electrical,Embedded Systems,8.02,"Transformers, Python, Hugging Face",NLP Engineer,65
R08550,Computer Science,Software Engineering,9.38,"Python, Transformers, Text Mining, Hugging Face, NLP",NLP Engineer,97
R08551,Mechanical,Product Design,7.14,"IoT, C++, ARM, RTOS, Embedded Systems",Embedded Engineer,100
R08552,Mechanical,Automation,9.06,"Automation Testing, JUnit, Manual Testing, Selenium",QA Engineer,69
R08553,Information Technology,Web Development,8.43,"Data Visualization, Power BI, Excel, SQL, Tableau",Data Analyst,74
R08554,Information Technology,Web Development,7.88,"React, Redux, CSS, JavaScript, HTML",Frontend Developer,80
R08555,Data Science,Business Analytics,9.04,"SEO, Google Analytics, AdWords",Digital Marketing Exec,81
R08556,Computer Science,Cybersecurity,8.51,"Redux, HTML, React, JavaScript, CSS",Frontend Developer,91
R08557,Information Technology,Software Engineering,9.24,"JavaScript, React, CSS",Frontend Developer,93
R08558,Computer Science,Web Development,8.0,"AdWords, SEO, Content Marketing, Google Analytics",Digital Marketing Exec,81
R08559,Computer Science,Cybersecurity,8.16,"Firewalls, Ethical Hacking, SIEM, Network Security, Penetration Testing",Cybersecurity Analyst,80
R08560,Data Science,Data Engineering,9.7,"React, Docker, Node.js, MongoDB",Full Stack Developer,89
R08561,Electronics,IoT & Cloud Systems,7.01,"Node.js, React, MongoDB, Express.js, Docker",Full Stack Developer,67
R08562,Civil,Structural Engineering,8.8,"Text Mining, Transformers, Hugging Face, NLP, Python",NLP Engineer,74
R08563,Electrical,Embedded Systems,8.5,"Node.js, React, Docker",Full Stack Developer,74
R08564,Information Technology,Human-Computer Interaction,9.44,"AWS, Azure, Kubernetes",Cloud Engineer,92
R08565,Electronics,IoT & Cloud Systems,8.06,"Excel, SQL, Tableau",Data Analyst,86
R08566,Data Science,Big Data,8.39,"Hugging Face, Transformers, NLP, Python",NLP Engineer,75
R08567,Data Science,Business Analytics,9.56,"Manual Testing, Selenium, Automation Testing",QA Engineer,83
R08568,Computer Science,Machine Learning,8.02,"Roadmap Planning, Agile, Stakeholder Management, Scrum",Product Manager,87
R08569,Civil,Construction Management,8.37,"MongoDB, Node.js, Express.js, Docker",Full Stack Developer,87
R08570,Computer Science,Cloud Computing,8.71,"CSS, JavaScript, HTML",Frontend Developer,78
R08571,Artificial Intelligence,Natural Language Processing,8.43,"Automation Testing, Selenium, JUnit",QA Engineer,66
R08572,Artificial Intelligence,Computer Vision,8.13,"Wireframing, User Research, Prototyping",UI/UX Designer,65
R08573,Computer Science,Software Engineering,9.06,"REST APIs, Spring Boot, SQL, Java, Microservices",Backend Developer,68
R08574,Electrical,Control Systems,7.76,"Hugging Face, NLP, Transformers",NLP Engineer,65
R08575,Information Technology,Web Development,7.48,"Cloud Security, AWS, Azure",Cloud Engineer,95
R08576,Information Technology,Web Development,9.6,"Text Mining, Hugging Face, Transformers, Python",NLP Engineer,94
R08577,Information Technology,Software Engineering,7.81,"Python, Text Mining, NLP, Transformers, Hugging Face",NLP Engineer,66
R08578,Mechanical,Automation,7.42,"Google Analytics, AdWords, SEO, Content Marketing",Digital Marketing Exec,66
R08579,Mechanical,Product Design,8.38,"Penetration Testing, Ethical Hacking, Firewalls, SIEM, Network Security",Cybersecurity Analyst,73
R08580,Data Science,Business Analytics,9.27,"Python, Machine Learning, TensorFlow",Data Scientist,75
R08581,Mechanical,Robotics,8.08,"Selenium, Manual Testing, JUnit",QA Engineer,91
R08582,Computer Science,Web Development,8.56,"Microservices, Java, Spring Boot, REST APIs, SQL",Backend Developer,68
R08583,Information Technology,Data Analytics,9.42,"REST APIs, Microservices, Java, SQL, Spring Boot",Backend Developer,96
R08584,Electrical,Embedded Systems,7.43,"Content Marketing, Google Analytics, SEO",Digital Marketing Exec,82
R08585,Artificial Intelligence,Computer Vision,8.93,"AdWords, Google Analytics, SEO, Content Marketing",Digital Marketing Exec,79
R08586,MBA (Tech Mgmt),Digital Business,7.57,"Python, Text Mining, Transformers",NLP Engineer,91
R08587,Electrical,Power Systems,8.29,"Tableau, SQL, Data Visualization, Power BI, Excel",Data Analyst,96
R08588,Electrical,Power Systems,9.52,"SQL, Power BI, Data Visualization, Excel, Tableau",Data Analyst,90
R08589,MBA (Tech Mgmt),Operations Management,9.11,"Embedded Systems, RTOS, C++, ARM, IoT",Embedded Engineer,97
R08590,Data Science,Business Analytics,7.98,"SQL, Python, TensorFlow",Data Scientist,94
R08591,Civil,Structural Engineering,9.37,"Docker, React, Express.js, Node.js, MongoDB",Full Stack Developer,92
R08592,Electronics,IoT & Cloud Systems,9.12,"Figma, UI/UX Design, Prototyping",UI/UX Designer,93
R08593,Computer Science,Cloud Computing,7.65,"ARM, RTOS, IoT",Embedded Engineer,68
R08594,Mechanical,Automation,7.58,"SEO, Content Marketing, Google Analytics",Digital Marketing Exec,78
R08595,Artificial Intelligence,Natural Language Processing,9.27,"CSS, React, HTML",Frontend Developer,79
R08596,Information Technology,Human-Computer Interaction,9.49,"Prototyping, UI/UX Design, Figma, Wireframing, User Research",UI/UX Designer,83
R08597,Civil,Construction Management,7.17,"Agile, Roadmap Planning, Stakeholder Management, Scrum",Product Manager,80
R08598,Mechanical,Product Design,7.44,"Node.js, MongoDB, React, Docker, Express.js",Full Stack Developer,88
R08599,Computer Science,Web Development,9.32,"ARM, IoT, RTOS, Embedded Systems",Embedded Engineer,76
R08600,MBA (Tech Mgmt),Product Management,7.9,"Data Visualization, Power BI, SQL, Tableau, Excel",Data Analyst,77
R08601,Artificial Intelligence,Deep Learning,7.94,"ARM, RTOS, C++",Embedded Engineer,86
R08602,Civil,Construction Management,9.21,"Azure, Kubernetes, AWS",Cloud Engineer,80
R08603,Electrical,Control Systems,9.22,"AWS, Docker, Kubernetes",DevOps Engineer,91
R08604,Civil,Structural Engineering,9.74,"Prototyping, UI/UX Design, User Research, Figma",UI/UX Designer,70
R08605,Electrical,Power Systems,9.03,"Wireframing, User Research, Figma, UI/UX Design, Prototyping",UI/UX Designer,71
R08606,Civil,Structural Engineering,9.32,"Machine Learning, Python, Statistics, SQL, TensorFlow",Data Scientist,82
R08607,MBA (Tech Mgmt),Digital Business,7.18,"NLP, Transformers, Hugging Face",NLP Engineer,97
R08608,Information Technology,Human-Computer Interaction,8.59,"Roadmap Planning, Stakeholder Management, Agile, Scrum",Product Manager,65
R08609,Mechanical,Robotics,7.93,"Content Marketing, Google Analytics, SEO, AdWords",Digital Marketing Exec,84
R08610,Electrical,Control Systems,8.64,"Agile, Scrum, Stakeholder Management, Roadmap Planning",Product Manager,67
R08611,Mechanical,Automation,9.41,"CSS, React, JavaScript",Frontend Developer,77
R08612,Electrical,Control Systems,8.4,"Roadmap Planning, Scrum, Agile",Product Manager,95
R08613,Data Science,Data Engineering,9.23,"Text Mining, Transformers, Python, Hugging Face, NLP",NLP Engineer,96
R08614,Civil,Construction Management,7.44,"SQL, Excel, Power BI",Data Analyst,76
R08615,Computer Science,Software Engineering,8.48,"GCP, Kubernetes, Azure",Cloud Engineer,84
R08616,Electrical,Control Systems,7.75,"Kubernetes, Terraform, CI/CD, Docker, AWS",DevOps Engineer,90
R08617,Artificial Intelligence,Computer Vision,8.07,"AWS, Terraform, Docker",DevOps Engineer,74
R08618,Electronics,VLSI Design,9.34,"Tableau, Power BI, SQL",Data Analyst,77
R08619,MBA (Tech Mgmt),Product Management,9.71,"Machine Learning, Python, Statistics, SQL, TensorFlow",Data Scientist,94
R08620,Mechanical,Automation,8.07,"Content Marketing, Google Analytics, AdWords, SEO",Digital Marketing Exec,82
R08621,MBA (Tech Mgmt),Digital Business,7.29,"Stakeholder Management, Agile, Roadmap Planning",Product Manager,71
R08622,Civil,Structural Engineering,9.48,"GCP, Cloud Security, Kubernetes, Azure",Cloud Engineer,86
R08623,MBA (Tech Mgmt),Digital Business,9.32,"Selenium, JUnit, Automation Testing, Manual Testing",QA Engineer,84
